Fecha de fijación de tipo,Euribor 3meses,Serie A1,Serie A2,Serie A3,Serie B,Serie C,Serie D
Margen:,,0,04%,0,14%,0,19%,0,30%,0,60%,4,50%
15 de enero de 2007
15 de diciembre de 2006
15 de noviembre de 2006
16 de octubre de 2006
15 de septiembre de 2006
15 de agosto de 2006
17 de julio de 2006
15 de junio de 2006
15 de mayo de 2006
18 de abril de 2006
15 de marzo de 2006
15 de febrero de 2006
16 de enero de 2006,3,746%
3,686%
3,595%
3,502%
3,335%
3,220%
3,100%
2,963%
2,884%
2,769%
2,703%
2,597%
2,508%,3,786%
3,726%
3,635%
3,542%
3,375%
3,260%
3,140%
3,003%
2,924%
2,809%
2,743%
2,637%
2,548%,3,886%
3,826%
3,735%
3,642%
3,475%
3,360%
3,240%
3,103%
3,024%
2,909%
2,843%
2,737%
2,648%,3,936%
3,876%
3,785%
3,692%
3,525%
3,410%
3,290%
3,153%
3,074%
2,959%
2,893%
2,787%
2,698%,4,046%
3,986%
3,895%
3,802%
3,635%
3,520%
3,400%
3,263%
3,184%
3,069%
3,003%
2,897%
2,808%,4,346%
4,286%
4,195%
4,102%
3,935%
3,820%
3,700%
3,563%
3,484%
3,369%
3,303%
3,197%
3,108%,8,246%
8,186%
8,095%
8,002%
7,835%
7,720%
7,600%
7,463%
7,384%
7,269%
7,203%
7,097%
7,008%
