Fechas,Euribor 3 Meses,Bonos Serie A,Bonos Serie B,Bonos Serie C,Bonos Serie D
16 de marzo de 2005
14 de abril de 2005
14 de abril de 2005
16 de mayo de 2005
16 de junio de 2005
14 de julio de 2005
16 de agosto de 2005
16 de septiembre de 2005
14 de octubre de 2005
16 de noviembre de 2005
15 de diciembre de 2005
16 de enero de 2006
16 de febrero de 2006
16 de marzo de 2006,2,135%
2,137%
2,137%
2,126%
2,116%
2,119%
2,135%
2,136%
2,185%
2,350%
2,475%
2,508%
2,604%
2,704%,2,265%
2,267%
2,267%
2,256%
2,246%
2,249%
2,265%
2,266%
2,315%
2,480%
2,605%
2,638%
2,734%
2,834%,2,435%
2,437%
2,437%
2,426%
2,416%
2,419%
2,435%
2,436%
2,485%
2,650%
2,775%
2,808%
2,904%
3,004%,2,685%
2,687%
2,687%
2,676%
2,666%
2,669%
2,685%
2,686%
2,735%
2,900%
3,025%
3,058%
3,154%
3,254%,2,685%
2,687%
2,687%
2,676%
2,666%
2,669%
2,685%
2,686%
2,735%
2,900%
3,025%
3,058%
3,154%
3,254%
