AyT Goya Hipotecario III, FTA
Flujos de caja con TACP del 10,00%
Tramo Importe
A 3.750.000.000,00
Constitución 17-dic-10 B 250.000.000,00
Desembolso 20-dic-10 Total 4.000.000.000,00
1ª Fecha Pago 21-jun-11
Bonos Tramo A Bonos Tramo B
Fecha Saldo Vivo Principal Fecha Saldo Vivo Principal
Pago al final periodo amortizado Intereses Pago al final periodo amortizado Intereses,,,
,Bonos Tramo A,,Bonos Tramo B
,Saldo Vivo Principal
al final periodo amortizado Intereses,,Saldo Vivo Principal
al final periodo amortizado Intereses
,,,
20/12/2010 50.000,00 20/12/2010 50.000,00
21/06/2011 46.501,67 3.498,33 396,75 21/06/2011 50.000,00 0,00 473,00
21/12/2011 43.133,89 3.367,78 368,05 21/12/2011 50.000,00 0,00 471,99
21/06/2012 39.944,12 3.189,77 341,39 21/06/2012 50.000,00 0,00 471,99
21/12/2012 36.958,80 2.985,32 316,15 21/12/2012 50.000,00 0,00 471,99
21/06/2013 34.175,34 2.783,46 290,92 21/06/2013 50.000,00 0,00 469,41
21/12/2013 31.566,31 2.609,03 270,49 21/12/2013 50.000,00 0,00 471,99
21/06/2014 29.132,17 2.434,14 248,47 21/06/2014 50.000,00 0,00 469,41
21/12/2014 26.856,11 2.276,06 230,57 21/12/2014 50.000,00 0,00 471,99
21/06/2015 24.733,54 2.122,58 211,40 21/06/2015 50.000,00 0,00 469,41
21/12/2015 22.751,15 1.982,38 195,76 21/12/2015 50.000,00 0,00 471,99
21/06/2016 20.901,95 1.849,21 180,07 21/06/2016 50.000,00 0,00 471,99
21/12/2016 19.177,60 1.724,34 165,43 21/12/2016 50.000,00 0,00 471,99
21/06/2017 17.570,17 1.607,43 150,96 21/06/2017 50.000,00 0,00 469,41
21/12/2017 16.073,74 1.496,43 139,06 21/12/2017 50.000,00 0,00 471,99
21/06/2018 14.680,12 1.393,62 126,52 21/06/2018 50.000,00 0,00 469,41
21/12/2018 13.386,06 1.294,07 116,19 21/12/2018 50.000,00 0,00 471,99
21/06/2019 12.180,88 1.205,18 105,37 21/06/2019 50.000,00 0,00 469,41
21/12/2019 11.064,56 1.116,31 96,41 21/12/2019 50.000,00 0,00 471,99
21/06/2020 10.030,96 1.033,60 87,57 21/06/2020 50.000,00 0,00 471,99
21/12/2020 9.071,81 959,15 79,39 21/12/2020 50.000,00 0,00 471,99
21/06/2021 8.178,96 892,86 71,41 21/06/2021 50.000,00 0,00 469,41
21/12/2021 7.353,50 825,46 64,73 21/12/2021 50.000,00 0,00 471,99
21/06/2022 6.585,63 767,87 57,88 21/06/2022 50.000,00 0,00 469,41
21/12/2022 5.876,50 709,14 52,12 21/12/2022 50.000,00 0,00 471,99
21/06/2023 5.218,55 657,95 46,26 21/06/2023 50.000,00 0,00 469,41
21/12/2023 4.614,78 603,76 41,30 21/12/2023 50.000,00 0,00 471,99
21/06/2024 4.058,28 556,50 36,52 21/06/2024 50.000,00 0,00 471,99
21/12/2024 3.546,65 511,63 32,12 21/12/2024 50.000,00 0,00 471,99
21/06/2025 3.073,36 473,29 27,92 21/06/2025 50.000,00 0,00 469,41
21/12/2025 2.640,19 433,17 24,32 21/12/2025 50.000,00 0,00 471,99
21/06/2026 2.238,67 401,53 20,78 21/06/2026 50.000,00 0,00 469,41
21/12/2026 0,00 2.238,67 17,72 21/12/2026 0,00 50.000,00 471,99
Totales 50.000,00 4.610,04 50.000,00 15.076,25,50.000,00
46.501,67 3.498,33 396,75
43.133,89 3.367,78 368,05
39.944,12 3.189,77 341,39
36.958,80 2.985,32 316,15
34.175,34 2.783,46 290,92
31.566,31 2.609,03 270,49
29.132,17 2.434,14 248,47
26.856,11 2.276,06 230,57
24.733,54 2.122,58 211,40
22.751,15 1.982,38 195,76
20.901,95 1.849,21 180,07
19.177,60 1.724,34 165,43
17.570,17 1.607,43 150,96
16.073,74 1.496,43 139,06
14.680,12 1.393,62 126,52
13.386,06 1.294,07 116,19
12.180,88 1.205,18 105,37
11.064,56 1.116,31 96,41
10.030,96 1.033,60 87,57
9.071,81 959,15 79,39
8.178,96 892,86 71,41
7.353,50 825,46 64,73
6.585,63 767,87 57,88
5.876,50 709,14 52,12
5.218,55 657,95 46,26
4.614,78 603,76 41,30
4.058,28 556,50 36,52
3.546,65 511,63 32,12
3.073,36 473,29 27,92
2.640,19 433,17 24,32
2.238,67 401,53 20,78
0,00 2.238,67 17,72,,50.000,00
50.000,00 0,00 473,00
50.000,00 0,00 471,99
50.000,00 0,00 471,99
50.000,00 0,00 471,99
50.000,00 0,00 469,41
50.000,00 0,00 471,99
50.000,00 0,00 469,41
50.000,00 0,00 471,99
50.000,00 0,00 469,41
50.000,00 0,00 471,99
50.000,00 0,00 471,99
50.000,00 0,00 471,99
50.000,00 0,00 469,41
50.000,00 0,00 471,99
50.000,00 0,00 469,41
50.000,00 0,00 471,99
50.000,00 0,00 469,41
50.000,00 0,00 471,99
50.000,00 0,00 471,99
50.000,00 0,00 471,99
50.000,00 0,00 469,41
50.000,00 0,00 471,99
50.000,00 0,00 469,41
50.000,00 0,00 471,99
50.000,00 0,00 469,41
50.000,00 0,00 471,99
50.000,00 0,00 471,99
50.000,00 0,00 471,99
50.000,00 0,00 469,41
50.000,00 0,00 471,99
50.000,00 0,00 469,41
0,00 50.000,00 471,99
