Elaborado con datos a 01/06/2006,,
,CARTERA PARTICIPACIONES HIPOTECARIAS TDA 26-MIXTO, F.T.A.
(División por Fecha de Formalización)
Grupo 1,
,,
,VENCIMIENTO VENCIMIENTO
TIPO ACTUAL
INICIAL RESIDUAL
FECHA SALDO PONDERADO Min. TIPO Máx. TIPO
NUM SALDO ACTUAL EUROS PONDERADO PONDERADO
FORMALIZACION ACTUAL % POR SALDO ACTUAL ACTUAL
POR SALDO POR SALDO
ACTUAL
INICIAL (meses) ACTUAL (meses),
,1994 1 49.340,15 0,01 240 101 4,5 4,500 4,500
1996 1 46.454,58 0,01 181 64 3,92 3,917 3,917
1997 18 863.214,44 0,10 263 157 3,73 3,105 4,750
1998 42 1.909.669,87 0,21 228 134 3,85 3,083 4,750
1999 100 6.393.380,54 0,71 245 163 3,98 3,144 4,500
2000 134 9.374.228,16 1,04 248 177 3,95 3,000 4,750
2001 236 18.767.185,88 2,08 254 197 3,89 2,723 6,500
2002 491 40.193.430,57 4,45 259 212 3,8 2,553 4,750
2003 797 76.899.138,58 8,52 259 225 3,65 2,149 6,000
2004 2.420 288.048.582,64 31,92 284 263 3,34 2,149 5,400
2005 3.205 453.270.589,32 50,23 311 299 3,38 2,250 5,855
2006 44 6.556.392,65 0,73 316 311 3,26 2,900 3,883,
,TOTALES 7 .489 902.371.607,38 100 293 273 3,430 2,149 6,500,
82,,
