Elabo,,
,,
,,
,CARTERA CERTIFICADOS DE TRANSMISIÓN DE HIPOTECA TDA 26-MIXTO F.T.A.
(División por Localización Geográfica de la Garantía)
Grupo 2,
,,
,VENCIMIENTO VENCIMIENTO
INICIAL RESIDUAL TIPO ACTUAL
SALDO ACTUAL SALDO Min. TIPO Máx. TIPO
PROVINCIA GARANTÍA NUM PONDERADO PONDERADO PONDERADO POR
EUROS ACTUAL % ACTUAL ACTUAL
POR SALDO POR SALDO SALDO ACTUAL
INICIAL (meses) ACTUAL (meses),
,ALAVA 3 4 28.490,87 0,46 299 268 2,990 2,943 3,000
ALICANTE 27 2 .585.666,12 2,75 289 270 3,490 3,000 4,205
ASTURIAS 1 1 35.682,75 0,14 360 342 2,860 2,864 2,864
BALEARES 239 39.047.562,97 41,56 353 334 3,220 2,170 4,480
BARCELONA 16 2 .670.954,20 2,84 352 334 3,110 2,670 4,000
BURGOS 2 4 02.102,15 0,43 328 293 3,710 3,365 4,000
CADIZ 10 1 .005.532,86 1,07 341 325 3,530 2,943 4,000
CANTABRIA 2 2 37.857,14 0,25 332 316 3,810 3,655 4,321
CASTELLÓN 2 8 3.222,17 0,09 121 108 4,250 3,664 4,555
GUADALAJARA 2 3 28.029,19 0,35 360 333 3,420 3,284 3,605
GUIPUZCOA 29 3 .753.409,67 3,99 308 289 3,210 2,600 4,000
LA RIOJA 1 8 3.007,67 0,09 300 262 3,950 3,955 3,955
LAS PALMAS 179 21.647.519,60 23,04 336 321 3,470 2,553 4,500
MADRID 36 3 .711.288,63 3,95 307 284 3,540 2,542 4,205
MALAGA 37 5 .647.039,86 6,01 348 334 3,300 2,820 4,000
MURCIA 5 3 31.831,04 0,35 300 261 3,870 3,465 4,000
PAMPLONA 8 9 02.093,60 0,96 288 265 3,430 2,750 4,414
SANTA CRUZ DE TENE 49 6 .744.571,27 7,18 340 322 3,480 2,893 4,414
SEVILLA 1 9 5.808,04 0,10 301 289 3,260 3,264 3,264
TOLEDO 3 2 02.434,00 0,22 338 324 3,750 3,500 3,842
VALENCIA 3 1 49.575,00 0,16 254 237 3,580 3,414 4,000
VALLADOLID 1 1 40.783,92 0,15 361 303 3,410 3,414 3,414
VIZCAYA 24 3 .625.509,87 3,86 319 295 3,330 2,700 4,000,
,TOTALES 680 93.959.972,59 100 339 321 3,330 2,170 4,555,
95,,
