Provincia Número Saldo % sobre el Saldo Saldo Tipo Interés
del Deudor Préstamos Vivo Saldo Vivo Medio Inicial Medio ponder.
Gipuzkoa 3.388 481.444.702,80 49,91 142.103 533.942.431 3,33
Madrid 2.024 271.596.243,25 28,16 134.188 306.002.185 3,24
Barcelona 1.022 135.058.256,41 14,00 132.151 149.551.961 3,13
Valladolid 131 13.075.277,68 1,36 99.811 14.503.925 3,23
Toledo 65 6.920.246,52 0,72 106.465 7.986.683 3,23
León 53 4.837.500,60 0,50 91.274 5.356.507 3,12
Valencia 45 5.555.807,04 0,58 123.462 5.843.016 3,01
Burgos 43 4.717.431,83 0,49 109.708 5.444.536 3,22
Álava 38 5.556.980,90 0,58 146.236 6.384.160 3,30
Zaragoza 38 5.245.868,80 0,54 138.049 5.659.017 3,17
Otros 232 30.623.760,06 3,17 131.999 34.230.773 3,18
Totales 7.079 964.632.075,89 100,00 136.267 1.074.905.193 3,27
