Flujos de caja por Bono con TACP del 12%
Constitución 25-may-06 Bonos 750.000.000 Bonos 1er periodo Resto periodos
Desembolso 31-may-06 Tramo A 700.100.000 Tramo A 3,021% 2,929%
1ª Fecha Pago 23-oct-06 Tramo B 28.900.000 Tramo B 3,171% 3,079%
Tramo C 21.000.000 Tramo C 3,471% 3,379%,,,,,
,Bonos del Tramo A,,Bonos del Tramo B,,Bonos del Tramo C
Fecha
Pago,Saldo Vivo Principal
al final periodo amortizado Intereses,,Saldo Vivo Principal
al final periodo amortizado Intereses,,Saldo Vivo Principal
al final periodo amortizado Intereses
23-oct-06 94.387,77 5.612,23 1.216,95 100.000,00 0,00 1.277,37 100.000,00 0,00 1.398,20
22-ene-07 90.548,00 3.839,77 698,83 100.000,00 0,00 778,30 100.000,00 0,00 854,14
22-abr-07 86.844,25 3.703,75 663,04 100.000,00 0,00 769,75 100.000,00 0,00 844,75
22-jul-07 83.271,89 3.572,36 642,98 100.000,00 0,00 778,30 100.000,00 0,00 854,14
22-oct-07 79.826,43 3.445,46 623,31 100.000,00 0,00 786,86 100.000,00 0,00 863,52
22-ene-08 76.503,53 3.322,90 597,52 100.000,00 0,00 786,86 100.000,00 0,00 863,52
22-abr-08 73.299,01 3.204,52 566,42 100.000,00 0,00 778,30 100.000,00 0,00 854,14
22-jul-08 70.208,85 3.090,16 542,70 100.000,00 0,00 778,30 100.000,00 0,00 854,14
22-oct-08 67.229,23 2.979,62 525,53 100.000,00 0,00 786,86 100.000,00 0,00 863,52
22-ene-09 64.356,53 2.872,71 503,23 100.000,00 0,00 786,86 100.000,00 0,00 863,52
22-abr-09 61.587,04 2.769,48 471,25 100.000,00 0,00 769,75 100.000,00 0,00 844,75
22-jul-09 58.917,16 2.669,88 455,98 100.000,00 0,00 778,30 100.000,00 0,00 854,14
22-oct-09 56.343,44 2.573,73 441,01 100.000,00 0,00 786,86 100.000,00 0,00 863,52
22-ene-10 53.862,59 2.480,85 421,74 100.000,00 0,00 786,86 100.000,00 0,00 863,52
22-abr-10 51.471,60 2.390,99 394,41 100.000,00 0,00 769,75 100.000,00 0,00 844,75
22-jul-10 49.167,64 2.303,97 381,09 100.000,00 0,00 778,30 100.000,00 0,00 854,14
22-oct-10 46.947,79 2.219,84 368,03 100.000,00 0,00 786,86 100.000,00 0,00 863,52
22-ene-11 45.025,08 1.922,71 351,41 96.961,12 3.038,88 786,86 96.961,12 3.038,88 863,52
22-abr-11 43.238,26 1.786,82 329,70 93.113,21 3.847,91 746,36 93.113,21 3.847,91 819,08
22-jul-11 41.517,08 1.721,18 320,13 89.406,67 3.706,54 724,70 89.406,67 3.706,54 795,31
22-oct-11 39.859,16 1.657,92 310,76 85.836,36 3.570,31 703,50 85.836,36 3.570,31 772,05
22-ene-12 38.262,16 1.597,00 298,35 82.397,23 3.439,13 675,41 82.397,23 3.439,13 741,22
22-abr-12 36.723,77 1.538,39 283,29 79.084,31 3.312,91 641,30 79.084,31 3.312,91 703,78
22-jul-12 35.241,86 1.481,91 271,90 75.893,04 3.191,28 615,52 75.893,04 3.191,28 675,49
22-oct-12 33.814,75 1.427,11 263,79 72.819,77 3.073,26 597,17 72.819,77 3.073,26 655,35
22-ene-13 32.440,31 1.374,44 253,11 69.859,93 2.959,84 572,99 69.859,93 2.959,84 628,81
22-abr-13 31.116,77 1.323,55 237,54 67.009,69 2.850,24 537,75 67.009,69 2.850,24 590,14
22-jul-13 29.842,46 1.274,31 230,38 64.265,47 2.744,22 521,54 64.265,47 2.744,22 572,35
22-oct-13 28.615,60 1.226,86 223,38 61.623,44 2.642,03 505,68 61.623,44 2.642,03 554,95
22-ene-14 27.434,87 1.180,73 214,19 59.080,75 2.542,70 484,89 59.080,75 2.542,70 532,13
22-abr-14 26.298,95 1.135,92 200,89 56.634,55 2.446,19 454,77 56.634,55 2.446,19 499,08
22-jul-14 25.205,96 1.092,99 194,71 54.280,81 2.353,75 440,79 54.280,81 2.353,75 483,74
22-oct-14 24.154,43 1.051,53 188,67 52.016,35 2.264,46 427,11 52.016,35 2.264,46 468,73
22-ene-15 23.142,70 1.011,73 180,80 49.837,60 2.178,74 409,29 49.837,60 2.178,74 449,17
22-abr-15 22.169,22 973,48 169,46 47.741,22 2.096,38 383,62 47.741,22 2.096,38 421,00
22-jul-15 21.232,65 936,58 164,14 45.724,31 2.016,91 371,57 45.724,31 2.016,91 407,78
22-oct-15 20.331,67 900,97 158,93 43.784,07 1.940,24 359,78 43.784,07 1.940,24 394,84
22-ene-16 19.464,76 866,91 152,19 41.917,19 1.866,89 344,52 41.917,19 1.866,89 378,09
22-abr-16 18.630,93 833,83 144,11 40.121,55 1.795,64 326,24 40.121,55 1.795,64 358,03
22-jul-16 17.829,16 801,77 137,94 38.394,95 1.726,60 312,27 38.394,95 1.726,60 342,69
22-oct-16 17.058,40 770,76 133,46 36.735,12 1.659,83 302,11 36.735,12 1.659,83 331,55
22-ene-17 16.317,48 740,92 127,69 35.139,56 1.595,56 289,05 35.139,56 1.595,56 317,22
22-abr-17 15.605,57 711,91 119,48 33.606,46 1.533,10 270,49 33.606,46 1.533,10 296,84
22-jul-17 14.921,38 684,19 115,54 32.133,06 1.473,40 261,56 32.133,06 1.473,40 287,04
22-oct-17 14.263,75 657,63 111,69 30.716,87 1.416,19 252,84 30.716,87 1.416,19 277,48
22-ene-18 13.631,57 632,18 106,77 29.355,47 1.361,40 241,70 29.355,47 1.361,40 265,25
22-abr-18 13.024,03 607,55 99,82 28.047,12 1.308,35 225,96 28.047,12 1.308,35 247,98
22-jul-18 12.440,36 583,66 96,43 26.790,21 1.256,91 218,29 26.790,21 1.256,91 239,56
22-oct-18 11.879,63 560,73 93,12 25.582,68 1.207,53 210,80 25.582,68 1.207,53 231,34
22-ene-19 11.341,09 538,54 88,92 24.422,94 1.159,74 201,30 24.422,94 1.159,74 220,91
22-abr-19 10.824,06 517,03 83,05 23.309,52 1.113,43 188,00 23.309,52 1.113,43 206,31
22-jul-19 10.327,67 496,39 80,14 22.240,55 1.068,97 181,42 22.240,55 1.068,97 199,09
22-oct-19 9.851,32 476,35 77,30 21.214,74 1.025,81 175,00 21.214,74 1.025,81 192,05
22-ene-20 9.393,93 457,39 73,74 20.229,74 984,99 166,93 20.229,74 984,99 183,19
22-abr-20 8.954,91 439,02 69,55 19.284,31 945,43 157,45 19.284,31 945,43 172,79
22-jul-20 0,00 8.954,91 66,30 0,00 19.284,31 150,09 0,00 19.284,31 164,71
Totales 100.000,00 16.336,81 100.000,00 29.201,03 100.000,00 32.042,59,94.387,77 5.612,23 1.216,95
90.548,00 3.839,77 698,83
86.844,25 3.703,75 663,04
83.271,89 3.572,36 642,98
79.826,43 3.445,46 623,31
76.503,53 3.322,90 597,52
73.299,01 3.204,52 566,42
70.208,85 3.090,16 542,70
67.229,23 2.979,62 525,53
64.356,53 2.872,71 503,23
61.587,04 2.769,48 471,25
58.917,16 2.669,88 455,98
56.343,44 2.573,73 441,01
53.862,59 2.480,85 421,74
51.471,60 2.390,99 394,41
49.167,64 2.303,97 381,09
46.947,79 2.219,84 368,03
45.025,08 1.922,71 351,41
43.238,26 1.786,82 329,70
41.517,08 1.721,18 320,13
39.859,16 1.657,92 310,76
38.262,16 1.597,00 298,35
36.723,77 1.538,39 283,29
35.241,86 1.481,91 271,90
33.814,75 1.427,11 263,79
32.440,31 1.374,44 253,11
31.116,77 1.323,55 237,54
29.842,46 1.274,31 230,38
28.615,60 1.226,86 223,38
27.434,87 1.180,73 214,19
26.298,95 1.135,92 200,89
25.205,96 1.092,99 194,71
24.154,43 1.051,53 188,67
23.142,70 1.011,73 180,80
22.169,22 973,48 169,46
21.232,65 936,58 164,14
20.331,67 900,97 158,93
19.464,76 866,91 152,19
18.630,93 833,83 144,11
17.829,16 801,77 137,94
17.058,40 770,76 133,46
16.317,48 740,92 127,69
15.605,57 711,91 119,48
14.921,38 684,19 115,54
14.263,75 657,63 111,69
13.631,57 632,18 106,77
13.024,03 607,55 99,82
12.440,36 583,66 96,43
11.879,63 560,73 93,12
11.341,09 538,54 88,92
10.824,06 517,03 83,05
10.327,67 496,39 80,14
9.851,32 476,35 77,30
9.393,93 457,39 73,74
8.954,91 439,02 69,55
0,00 8.954,91 66,30,,100.000,00 0,00 1.277,37
100.000,00 0,00 778,30
100.000,00 0,00 769,75
100.000,00 0,00 778,30
100.000,00 0,00 786,86
100.000,00 0,00 786,86
100.000,00 0,00 778,30
100.000,00 0,00 778,30
100.000,00 0,00 786,86
100.000,00 0,00 786,86
100.000,00 0,00 769,75
100.000,00 0,00 778,30
100.000,00 0,00 786,86
100.000,00 0,00 786,86
100.000,00 0,00 769,75
100.000,00 0,00 778,30
100.000,00 0,00 786,86
96.961,12 3.038,88 786,86
93.113,21 3.847,91 746,36
89.406,67 3.706,54 724,70
85.836,36 3.570,31 703,50
82.397,23 3.439,13 675,41
79.084,31 3.312,91 641,30
75.893,04 3.191,28 615,52
72.819,77 3.073,26 597,17
69.859,93 2.959,84 572,99
67.009,69 2.850,24 537,75
64.265,47 2.744,22 521,54
61.623,44 2.642,03 505,68
59.080,75 2.542,70 484,89
56.634,55 2.446,19 454,77
54.280,81 2.353,75 440,79
52.016,35 2.264,46 427,11
49.837,60 2.178,74 409,29
47.741,22 2.096,38 383,62
45.724,31 2.016,91 371,57
43.784,07 1.940,24 359,78
41.917,19 1.866,89 344,52
40.121,55 1.795,64 326,24
38.394,95 1.726,60 312,27
36.735,12 1.659,83 302,11
35.139,56 1.595,56 289,05
33.606,46 1.533,10 270,49
32.133,06 1.473,40 261,56
30.716,87 1.416,19 252,84
29.355,47 1.361,40 241,70
28.047,12 1.308,35 225,96
26.790,21 1.256,91 218,29
25.582,68 1.207,53 210,80
24.422,94 1.159,74 201,30
23.309,52 1.113,43 188,00
22.240,55 1.068,97 181,42
21.214,74 1.025,81 175,00
20.229,74 984,99 166,93
19.284,31 945,43 157,45
0,00 19.284,31 150,09,,100.000,00 0,00 1.398,20
100.000,00 0,00 854,14
100.000,00 0,00 844,75
100.000,00 0,00 854,14
100.000,00 0,00 863,52
100.000,00 0,00 863,52
100.000,00 0,00 854,14
100.000,00 0,00 854,14
100.000,00 0,00 863,52
100.000,00 0,00 863,52
100.000,00 0,00 844,75
100.000,00 0,00 854,14
100.000,00 0,00 863,52
100.000,00 0,00 863,52
100.000,00 0,00 844,75
100.000,00 0,00 854,14
100.000,00 0,00 863,52
96.961,12 3.038,88 863,52
93.113,21 3.847,91 819,08
89.406,67 3.706,54 795,31
85.836,36 3.570,31 772,05
82.397,23 3.439,13 741,22
79.084,31 3.312,91 703,78
75.893,04 3.191,28 675,49
72.819,77 3.073,26 655,35
69.859,93 2.959,84 628,81
67.009,69 2.850,24 590,14
64.265,47 2.744,22 572,35
61.623,44 2.642,03 554,95
59.080,75 2.542,70 532,13
56.634,55 2.446,19 499,08
54.280,81 2.353,75 483,74
52.016,35 2.264,46 468,73
49.837,60 2.178,74 449,17
47.741,22 2.096,38 421,00
45.724,31 2.016,91 407,78
43.784,07 1.940,24 394,84
41.917,19 1.866,89 378,09
40.121,55 1.795,64 358,03
38.394,95 1.726,60 342,69
36.735,12 1.659,83 331,55
35.139,56 1.595,56 317,22
33.606,46 1.533,10 296,84
32.133,06 1.473,40 287,04
30.716,87 1.416,19 277,48
29.355,47 1.361,40 265,25
28.047,12 1.308,35 247,98
26.790,21 1.256,91 239,56
25.582,68 1.207,53 231,34
24.422,94 1.159,74 220,91
23.309,52 1.113,43 206,31
22.240,55 1.068,97 199,09
21.214,74 1.025,81 192,05
20.229,74 984,99 183,19
19.284,31 945,43 172,79
0,00 19.284,31 164,71
