,Cartera de Préstamos a 23 de octubre de 2006,,,,,,,,,
,Clasificación por Fecha de Amortización Final,,,,,,,,,
,Fecha,,,Préstamos,,,,Principal Pendiente,,
,Vencimiento,,,Número,,%,,Euros,,%
2007
2008
2009
2010
2011
2012
2013
2014
2015
2016
2017
2018
2019
2020
2021
2022
2023
2024
2025
2026
2027
2028
2029
2030
2031
2032
2033
2034
2035
2036
2037
2040
2041,,,454
604
758
930
896
464
465
178
230
170
154
97
97
274
127
23
27
16
68
34
3
1
3
29
13
1
3
1
4
8
1
2
1,,7,40%
9,84%
12,35%
15,16%
14,60%
7,56%
7,58%
2,90%
3,75%
2,77%
2,51%
1,58%
1,58%
4,47%
2,07%
0,37%
0,44%
0,26%
1,11%
0,55%
0,05%
0,02%
0,05%
0,47%
0,21%
0,02%
0,05%
0,02%
0,07%
0,13%
0,02%
0,03%
0,02%,,99.956.817,54
40.287.493,19
30.132.375,14
41.796.247,56
55.125.227,37
28.221.800,61
49.610.164,31
16.032.696,29
38.719.464,98
24.236.584,03
29.048.341,95
23.851.860,10
20.168.424,28
62.675.768,61
37.759.685,66
3.863.878,24
6.744.418,97
2.330.339,99
16.532.002,23
12.733.700,66
514.999,56
55.907,69
75.924,44
5.956.269,09
3.372.615,43
120.000,00
1.007.437,19
47.964,93
1.759.824,65
2.438.113,80
294.000,00
1.856.915,40
23.899,90,,15,21%
6,13%
4,58%
6,36%
8,39%
4,29%
7,55%
2,44%
5,89%
3,69%
4,42%
3,63%
3,07%
9,53%
5,74%
0,59%
1,03%
0,35%
2,51%
1,94%
0,08%
0,01%
0,01%
0,91%
0,51%
0,02%
0,15%
0,01%
0,27%
0,37%
0,04%
0,28%
0,00%,
Total,,,6.136,,100,00%,,657.351.163,79,,100,00%,
,,,,6.136,,100,00%,,657.351.163,79,,100,00%
Vencimiento Mínimo 02/01/2007 0,19 años
Vencimiento Máximo 31/05/2041 34,60 años
Vencimiento Medio Ponderado 15/10/2014 8,09 años,,,,,,,,,,
