CARTERA OPERACIONES DE DÍA 26 DE ENERO DE 2016
CLASIFICACIÓN POR AÑO DE VENCIMIENTO
Año Operaciones %Operaciones Importe %Importe
2016-2020 4.674 3,12% 15.777.154,94 0,11%
2021-2025 3.629 2,42% 57.743.112,21 0,40%
2026-2030 9.392 6,26% 353.190.012,44 2,45%
2031-2035 35.524 23,69% 2.496.867.963,57 17,32%
2036-2040 54.507 36,35% 5.736.128.161,25 39,79%
2041-2045 21.710 14,48% 2.732.284.222,13 18,95%
2046-2050 20.259 13,51% 2.982.435.285,60 20,69%
2051-2055 143 0,10% 20.645.858,09 0,14%
2056-2060 94 0,06% 19.550.191,64 0,14%
Total general 149.932 100,00% 14.414.621.961,87 100,00%
Mínimo 01/03/2016
Máximo 01/09/2059
Ponderada 29/01/2040
