Principal pendiente Préstamos
Comunidad Autónoma
Importe (€) % Número de préstamos %
Andalucía 167.568.720,13 19,8% 16.507 19,8%
Aragón 19.760.915,44 2,2% 1.794 2,2%
Asturias 16.937.285,24 1,9% 1.558 1,9%
Baleares 28.818.717,32 3,6% 2.987 3,6%
Canarias 50.885.554,97 6,9% 5.704 6,9%
Cantabria 10.399.764,93 1,2% 1.002 1,2%
Castilla-La Mancha 36.818.048,65 4,2% 3.465 4,2%
Castilla-León 35.430.043,99 4,0% 3.357 4,0%
Cataluña 129.121.040,16 14,0% 11.672 14,0%
Ceuta 1.780.697,47 0,2% 155 0,2%
Extremadura 19.211.583,84 2,3% 1.942 2,3%
Galicia 48.579.301,96 5,7% 4.766 5,7%
La Rioja 6.406.349,62 0,8% 643 0,8%
Madrid 130.167.777,74 15,1% 12.574 15,1%
Melilla 2.131.080,82 0,2% 206 0,2%
Murcia 28.870.773,64 3,0% 2.509 3,0%
Navarra 9.884.684,97 1,1% 930 1,1%
País Vasco 29.733.998,65 3,2% 2.695 3,2%
Valencia 92.163.019,56 10,5% 8.714 10,5%
Totales 864.669.359,10 100% 83.180 100%

